34200.166,1,161363,200,160000,-1
34200.403,5,161197,1,154550,1
34200.409,5,161197,1,154550,1
34200.599,1,161695,400,215000,-1
34200.617,5,161355,500,154750,-1
34200.617,5,161552,1,154750,-1
34200.617,5,161572,1,154750,-1
34200.617,4,129576,2000,154800,-1
34200.617,4,133210,876,154800,-1
34200.726,5,161764,120,154650,1
34200.789,1,161873,30,167400,-1
34201.032,5,161764,380,154650,1
34201.032,5,161734,1020,154550,1
34201.559,5,161734,180,154550,1
34201.559,5,162244,320,154550,1
34201.567,5,162244,180,154550,1
34201.567,5,161739,600,154540,1
34201.567,5,161843,1000,154520,1
34201.567,4,160513,920,154500,1
34201.967,1,162704,150,154700,-1
34202.05,5,162721,1200,154680,-1
34202.05,5,162726,600,154690,-1
34202.05,4,162704,100,154700,-1
34202.584,5,162873,50,154680,-1
34203.177,5,162873,50,154680,-1
34203.212,5,162873,900,154680,-1
34203.212,4,162704,50,154700,-1
34203.385,5,161800,50,154950,-1
34204.663,1,164475,220,154700,-1
34204.852,1,164646,220,154700,-1
34204.916,4,164475,200,154700,-1
34204.924,1,164702,100,158900,-1
34204.932,4,164475,20,154700,-1
34204.932,4,164646,80,154700,-1
34205.057,4,164646,140,154700,-1
34205.099,5,164620,760,154780,-1
34205.356,5,164947,75,154850,-1
34205.937,1,165419,1000,154990,-1
34206.954,2,165419,1000,154990,-1
34207.267,1,166175,1000,154990,-1
34207.642,2,166175,1000,154990,-1
34208.093,1,166586,1000,154990,-1
34208.343,2,166586,1000,154990,-1
34208.374,1,166733,1000,154990,-1
34208.484,1,166788,1000,154510,1
34208.671,2,166788,1000,154510,1
34209.188,1,167113,1000,154510,1
34209.674,2,167113,1000,154510,1
34209.733,1,167385,80,154800,-1
34209.786,2,160513,2580,154500,1
34209.814,1,167457,1000,154410,1
34210.581,1,167908,2000,154900,-1
34211.867,1,168637,150,154700,-1
34212.169,4,168637,30,154700,-1
34213.533,4,168637,100,154700,-1
34214.023,4,168637,20,154700,-1
34215.253,1,170437,20,154600,1
34216.108,5,170481,760,154620,1
34216.108,4,170437,20,154600,1
34216.576,2,166733,1000,154990,-1
34216.608,1,171058,1000,154790,-1
34218.885,1,172115,500,80000,1
34218.889,1,172117,500,90000,1
34219.295,2,167457,1000,154410,1
34219.55,1,172447,140,279800,-1
34220.438,1,172815,100,154500,1
34220.905,2,171058,1000,154790,-1
34221.486,1,173337,1000,154790,-1
34221.868,1,173518,150,154600,-1
34221.974,2,172447,140,279800,-1
34222.13,1,173671,2000,154100,1
34222.531,4,173518,150,154600,-1
34222.531,5,173511,875,154740,-1
34222.531,5,173658,425,154780,-1
34222.571,5,173865,100,154520,1
34223.061,1,174263,600,154880,-1
34223.115,2,174263,600,154880,-1
34223.194,5,173936,102,154620,1
34223.622,1,174559,600,154880,-1
34223.771,2,174559,600,154880,-1
34224.185,1,174917,600,154780,-1
34224.342,2,174917,600,154780,-1
34224.398,5,173936,323,154620,1
34224.398,5,173865,1100,154520,1
34224.398,5,173866,600,154510,1
34224.398,4,172815,100,154500,1
34224.714,1,175310,600,154880,-1
34224.777,5,175156,500,154550,1
34225.262,1,175609,600,153920,1
34225.58,5,175365,54,154450,1
34225.678,5,175365,446,154450,1
34225.678,4,158041,690,154400,1
34226.247,2,175609,600,153920,1
34226.249,2,175310,600,154880,-1
34226.359,1,176262,600,154780,-1
34226.5,1,176395,1000,154210,1
34226.524,1,176411,59,154600,-1
34226.53,2,176395,1000,154210,1
34226.628,1,176475,1000,154210,1
34226.917,1,176693,600,153820,1
34227.092,2,176693,600,153820,1
34227.094,2,176262,600,154780,-1
34227.467,1,177008,600,154780,-1
34227.63,2,177008,600,154780,-1
34227.78,2,173337,1000,154790,-1
34228.012,1,177319,600,154680,-1
34228.558,1,177623,600,153720,1
34229.239,2,177623,600,153720,1
34229.241,2,177319,600,154680,-1
34229.331,1,178061,600,154580,-1
34229.662,2,178061,600,154580,-1
34229.677,2,176411,59,154600,-1
34229.687,1,178261,1000,154790,-1
34229.904,1,178391,600,154680,-1
34229.923,2,178261,1000,154790,-1
34229.952,1,178417,1000,154670,-1
34230.155,2,178391,600,154680,-1
34230.483,2,176475,1000,154210,1
34230.524,1,178709,600,154680,-1
34230.655,2,173671,2000,154100,1
34230.656,2,167908,2000,154900,-1
34230.921,1,178940,1000,154210,1
34231.077,2,178940,1000,154210,1
34231.092,1,179035,600,153720,1
34231.165,2,179035,600,153720,1
34231.169,2,178709,600,154680,-1
34231.654,1,179353,600,154580,-1
34232.2,1,179710,600,153620,1
34232.393,1,179836,150,154400,-1
34232.65,4,145273,200,154200,1
34232.66,4,145273,59,154200,1
34232.806,4,145273,6,154200,1
34232.829,1,180092,1000,154110,1
34233.219,2,180092,1000,154110,1
34233.249,1,180313,1000,154110,1
34233.326,2,180313,1000,154110,1
34233.5,2,158772,5,80000,1
34233.952,2,178417,1000,154670,-1
34234.212,1,180865,1200,153900,1
34234.231,1,180882,900,154600,-1
34234.508,4,126625,100,154100,1
34235.627,1,181685,1000,154390,-1
34236.405,2,181685,1000,154390,-1
34236.692,1,182314,900,154000,1
34237.013,1,182548,100,154000,1
34237.268,2,179710,600,153620,1
34237.271,2,179353,600,154580,-1
34237.373,1,182763,600,153720,1
34237.615,1,182898,2000,154110,1
34237.62,2,179836,150,154400,-1
34237.642,1,182923,1000,154590,-1
34237.902,2,180865,1200,153900,1
34237.904,1,183090,1200,153700,1
34237.925,1,183105,600,154680,-1
34238.012,5,182235,500,154120,1
34238.012,4,182898,2000,154110,1
34238.012,4,126625,900,154100,1
34238.012,4,130118,1000,154100,1
34238.012,4,150748,895,154100,1
34238.012,4,152618,5,154100,1
34239.149,2,182763,600,153720,1
34239.151,2,183105,600,154680,-1
34239.266,1,183856,600,154580,-1
34239.294,2,182923,1000,154590,-1
34239.327,1,183908,1000,154570,-1
34239.538,2,180882,900,154600,-1
34239.54,1,184026,800,154300,-1
34239.808,1,184184,600,153620,1
34240.513,1,184494,300,154200,1
34240.58,4,184494,300,154200,1
34243.333,2,184184,600,153620,1
34243.337,2,183856,600,154580,-1
34243.434,1,186279,600,153720,1
34243.695,2,186279,600,153720,1
34243.712,5,185532,700,154280,-1
34243.995,5,186499,400,154280,-1
34243.995,4,184026,700,154300,-1
34244.027,1,186621,600,153620,1
34244.175,1,186697,150,154200,-1
34244.189,4,186697,150,154200,-1
34244.266,1,186750,150,154300,-1
34244.584,1,186889,600,154580,-1
34244.635,2,184026,100,154300,-1
34244.916,2,186621,600,153620,1
34244.919,2,186889,600,154580,-1
34245.136,1,187212,600,153720,1
34245.206,2,187212,600,153720,1
34245.685,1,187472,600,153620,1
34246.014,2,187472,600,153620,1
34246.229,1,187720,600,153620,1
34246.825,1,188024,600,154580,-1
34247.652,5,186785,200,154280,-1
34247.652,5,187762,500,154280,-1
34247.652,5,187764,300,154290,-1
34248.881,1,188958,300,154200,-1
34249.191,2,188958,300,154200,-1
34250.314,2,187720,600,153620,1
34250.315,2,188024,600,154580,-1
34250.32,1,189659,600,154480,-1
34250.893,2,189659,600,154480,-1
34250.896,1,189949,600,153620,1
34250.929,2,182314,900,154000,1
34251.075,2,182548,100,154000,1
34251.433,1,190191,600,154580,-1
34251.785,2,189949,600,153620,1
34251.787,2,190191,600,154580,-1
34251.791,5,186727,200,154140,1
34251.816,1,190418,100,154200,-1
34251.842,5,189677,100,154180,-1
34251.862,4,190418,100,154200,-1
34252.052,1,190554,600,154580,-1
34252.243,2,190554,600,154580,-1
34252.619,1,190825,600,154580,-1
34252.923,2,186750,150,154300,-1
34252.948,2,190825,600,154580,-1
34253.009,1,191055,150,154200,-1
34253.177,1,191135,600,154480,-1
34253.412,5,190457,1600,154140,1
34253.412,5,186459,700,154120,1
34253.412,5,188425,295,154120,1
34253.687,5,188425,54,154120,1
34253.707,5,188425,151,154120,1
34253.707,5,190320,54,154110,1
34253.756,4,152618,195,154100,1
34253.756,4,154174,2205,154100,1
34253.784,1,191485,600,153520,1
34254.049,4,154174,195,154100,1
34254.121,5,191039,100,154020,1
34254.121,5,191650,300,154010,1
34254.121,4,122169,405,154000,1
34254.289,4,122169,195,154000,1
34254.289,4,129614,1000,154000,1
34254.289,4,145084,1105,154000,1
34254.407,1,191859,150,154200,-1
34255.418,1,192416,1200,153500,1
34255.435,4,145084,100,154000,1
34255.493,2,183090,1200,153700,1
34255.824,1,192636,100,154200,-1
34256.053,4,145084,700,154000,1
34256.453,1,192971,100,154100,-1
34257.113,1,193344,2000,154010,1
34257.131,1,193351,100,154100,-1
34257.737,1,193712,300,154000,1
34257.892,2,191485,600,153520,1
34257.893,2,191135,600,154480,-1
34258.002,1,193838,600,154380,-1
34258.55,1,194116,600,153420,1
34258.693,4,193344,100,154010,1
34258.725,4,193344,100,154010,1
34258.945,2,194116,600,153420,1
34258.947,2,193838,600,154380,-1
34259.151,1,194507,600,153520,1
34259.221,2,193344,1800,154010,1
34259.428,2,191859,150,154200,-1
34259.703,1,194804,600,154480,-1
34260.416,1,195137,200,154090,-1
34260.579,2,145820,200,158500,-1
34261.245,4,145084,100,154000,1
34261.332,4,145084,2354,154000,1
34261.404,4,145084,100,154000,1
34261.782,4,145084,541,154000,1
34261.782,4,145679,59,154000,1
34261.926,1,195901,150,154100,-1
34262.333,2,194507,600,153520,1
34262.335,2,194804,600,154480,-1
34262.441,1,196235,600,154380,-1
34263.029,4,145679,2100,154000,1
34263.056,1,196687,600,153420,1
34263.215,2,191055,150,154200,-1
34263.323,1,196890,150,154100,-1
34264.17,2,196687,600,153420,1
34264.171,2,196235,600,154380,-1
34264.277,1,197519,600,153520,1
34264.334,4,145679,500,154000,1
34264.857,1,197873,600,154480,-1
34264.885,4,145679,700,154000,1
34264.941,2,195137,200,154090,-1
34264.964,4,145679,1641,154000,1
34264.964,4,147012,859,154000,1
34265.096,4,147012,341,154000,1
34265.096,4,154852,1500,154000,1
34265.096,4,193712,259,154000,1
34265.114,4,193712,41,154000,1
34265.114,1,198068,1159,154000,-1
34265.597,4,198068,1159,154000,-1
34265.597,4,192971,100,154100,-1
34265.597,4,193351,100,154100,-1
34265.597,4,195901,150,154100,-1
