34200.121,1,184689,300,168710,1
34200.196,1,184752,1,169200,-1
34200.355,2,184392,1250,168400,1
34200.373,2,184382,500,169190,-1
34200.413,1,184928,2500,168320,1
34200.462,1,184962,59,166900,1
34200.47,1,184972,61,163500,1
34200.56,1,185055,36,169200,-1
34200.604,5,184814,700,168770,1
34200.604,4,184689,200,168710,1
34200.78,1,185234,500,169090,-1
34200.851,2,184928,2500,168320,1
34200.888,1,185341,1250,168400,1
34201.125,2,185341,1250,168400,1
34201.174,1,185527,2500,168320,1
34201.176,2,185234,500,169090,-1
34201.324,1,185628,500,169090,-1
34201.845,1,185943,100,168900,1
34202.275,2,185628,500,169090,-1
34202.374,1,186346,500,169090,-1
34202.539,4,185943,100,168900,1
34202.539,5,185947,400,168900,1
34202.539,5,185947,100,168900,1
34202.544,5,186324,535,168940,-1
34202.551,5,185947,2800,168900,1
34202.916,2,185527,2500,168320,1
34202.961,1,186729,2500,168480,1
34202.969,5,186697,400,168940,-1
34202.973,5,186697,465,168940,-1
34202.973,5,186364,35,169070,-1
34203.043,2,184689,100,168710,1
34203.046,2,186346,500,169090,-1
34203.05,5,185947,400,168900,1
34203.161,1,186855,300,168810,1
34203.714,1,187130,500,169190,-1
34203.772,4,186855,300,168810,1
34204.28,1,187400,200,168810,1
34204.359,2,187400,200,168810,1
34204.361,2,187130,500,169190,-1
34204.545,2,186729,2500,168480,1
34204.583,1,187656,2500,168400,1
34204.665,2,187656,2500,168400,1
34204.672,2,167846,1,168500,1
34204.676,2,167850,25,168500,1
34204.702,1,187766,1250,168480,1
34204.75,1,187808,1000,168610,1
34204.774,2,187766,1250,168480,1
34204.817,1,187885,2500,168480,1
34204.838,1,187906,500,168910,1
34204.947,2,187885,2500,168480,1
34204.986,1,188040,1250,168480,1
34205.021,1,188073,2500,178700,-1
34205.387,1,188332,500,169290,-1
34205.727,2,188040,1250,168480,1
34205.765,1,188637,2500,168480,1
34205.848,2,188332,500,169290,-1
34205.966,1,188756,286,169290,-1
34206.147,5,188595,600,169180,-1
